teks,location,bulan,word_length,clean,clean_stem,sentiment,sentiment_text,num_sentimen_lexicon,cleaned
vaksin melindungi kopeed   indonesia bersatu  indonesia https  tcoiqhmgrpskz,Bengkulu,Mei,6,melindungi kopeed indonesia bersatu indonesia tcoiqhmgrpskz,lindung kopeed indonesia satu indonesia tcoiqhmgrpskz,7,positive,1,vaksin lindung kopeed indonesia satu indonesia tcoiqhmgrpskz
ayo vaksin damai indonesiaku https  ,Bengkulu,Juni,3,ayo damai indonesiaku,ayo damai indonesia,4,positive,1,ayo vaksin damai indonesia
 dianesayank selamat vaksin  mbak  semangat  👏,Bengkulu,Juni,4,dianesayank selamat mbak semangat,dianesayank selamat mbak semangat,9,positive,1,dianesayank selamat vaksin mbak semangat
tolak provokasi melahirkan kito pai vaksin sanakkkkkkkkk https  ,Bengkulu,Juni,6,tolak provokasi melahirkan kito pai sanak,tolak provokasi lahir kito pai sanak,0,neutral,0,tolak provokasi lahir kito pai vaksin sanakkkkkkkkk
tolak provokasi ayo vaksin https  ,Bengkulu,Juni,3,tolak provokasi ayo,tolak provokasi ayo,1,positive,1,tolak provokasi ayo vaksin
kunjungi sentra vaksin  airlangga ingatkan patuhi prokes  waspada provokasi https  ,Bengkulu,Juni,8,kunjungi sentra airlangga ingatkan patuhi prokes waspada provokasi,kunjung sentra airlangga ingat patuh prokes waspada provokasi,13,positive,1,kunjung sentra vaksin airlangga ingat patuh prokes waspada provokasi
disiplin prokes  https   vaksin kepeddd aman ,Bengkulu,Juni,4,disiplin prokes kepeddd aman,disiplin prokes kepeddd aman,3,positive,1,disiplin prokes vaksin kepeddd aman
restorasi indonesia dukung vaksin  https  tcoxchreupwsr,Bengkulu,Juni,4,restorasi indonesia dukung tcoxchreupwsr,restorasi indonesia dukung tcoxchreupwsr,4,positive,1,restorasi indonesia dukung vaksin tcoxchreupwsr
nkri dihati melah pai vaksin adik sanak   https  ,Bengkulu,Juni,6,nkri dihati melah pai adik sanak,nkri hati lah pai adik sanak,2,positive,1,nkri hati lah pai vaksin adik sanak
nkri dihati melah pai vaksin adik sanak https  ,Bengkulu,Juni,6,nkri dihati melah pai adik sanak,nkri hati lah pai adik sanak,2,positive,1,nkri hati lah pai vaksin adik sanak
sumsel  jam  ramerame pejabat nakes divaksin  ingatkan protokol kesehatan https   sumsel  jam  januari  gubernur sumsel herman deru bareng forkopimda divaksin  dosis wako prabumulih divaksin   vaksinasinasional  vaksin https  ,Sumatera Selatan,Januari,24,sumsel jam ramerame pejabat nakes divaksin ingatkan protokol kesehatan sumsel jam januari gubernur sumsel herman deru bareng forkopimda divaksin dosis wako prabumulih divaksin vaksinasinasional,sumsel jam ramerame jabat nakes vaksin ingat protokol sehat sumsel jam januari gubernur sumsel herman deru bareng forkopimda vaksin dosis wako prabumulih vaksin vaksinasinasional,3,positive,1,sumsel jam ramerame jabat nakes vaksin ingat protokol sehat sumsel jam januari gubernur sumsel herman deru bareng forkopimda vaksin dosis wako prabumulih vaksin vaksinasinasional vaksin
allah besok vaksin 😤😖,Sumatera Selatan,Januari,2,allah besok,allah besok,5,positive,1,allah besok vaksin
selamat vaksin semoga cepat sembuh  vaksinasidimulai  vaksinuntukkita  vaksin,Sumatera Selatan,Januari,6,selamat semoga cepat sembuh vaksinasidimulai vaksinuntukkita,selamat moga cepat sembuh vaksinasidimulai vaksinuntukkita,13,positive,1,selamat vaksin moga cepat sembuh vaksinasidimulai vaksinuntukkita vaksin
presiden ri  panglima tni kapolri melewati tahap disuntik vaksin  salah satunya pengecekan tekanan darah  panglima tni kapolri menerima suntik vaksin  presiden joko widodo   dukungsehatkanbangsa https  ,Sumatera Selatan,Januari,21,presiden ri panglima tni kapolri melewati tahap disuntik salah satunya pengecekan tekanan darah panglima tni kapolri menerima presiden joko widodo dukungsehatkanbangsa,presiden ri panglima tni kapolri lewat tahap suntik salah satu kece tekan darah panglima tni kapolri terima presiden joko widodo dukungsehatkanbangsa,19,positive,1,presiden ri panglima tni kapolri lewat tahap suntik vaksin salah satu kece tekan darah panglima tni kapolri terima suntik vaksin presiden joko widodo dukungsehatkanbangsa
sumsel  jam  uin rafah terapkan kuliah blended learning https   sumsel  jam  januari    muba bentuk satgas distribusi vaksin sinovac   kampus b uin rafah selesai dibangun   ahli konstruksi utamakan keselamatan https  ,Sumatera Selatan,Januari,26,sumsel jam uin rafah terapkan kuliah blended learning sumsel jam januari muba bentuk satgas distribusi sinovac kampus b uin rafah selesai dibangun ahli konstruksi utamakan keselamatan,sumsel jam uin rafah terap kuliah blended learning sumsel jam januari muba bentuk satgas distribusi sinovac kampus b uin rafah selesai bangun ahli konstruksi utama selamat,15,positive,1,sumsel jam uin rafah terap kuliah blended learning sumsel jam januari muba bentuk satgas distribusi vaksin sinovac kampus b uin rafah selesai bangun ahli konstruksi utama selamat
 ibnurasyidwelas public figure  tujuannya kepercayaan khalayak ramai  coba tanyain  anggota keluargamu  ga divaksin duluan terpapar  ga vaksin tersebar grup wa  cmiiw,Sumatera Selatan,Januari,25,ibnurasyidwelas public figure tujuannya kepercayaan khalayak ramai coba tanyain anggota keluargamu ga divaksin duluan terpapar ga tersebar grup wa correct me if i 'm wrong,ibnurasyidwelas public figure tuju percaya khalayak ramai coba tanyain anggota keluarga ga vaksin duluan papar ga sebar grup wa correct me if i m wrong,6,positive,1,ibnurasyidwelas public figure tuju percaya khalayak ramai coba tanyain anggota keluarga ga vaksin duluan papar ga vaksin sebar grup wa cmiiw
sumsel  jam  muara enim terima vaksin https   sumsel  jam  rabu   januari    rs hm rabain layani tes antigen mandiri   aline box  tumbuh pandemi    dinkes siapkan sarana pendukung vaksin    driver transmusi dilatih https  ,Sumatera Selatan,Januari,27,sumsel jam muara enim terima sumsel jam rabu januari rs hm rabain layani tes antigen mandiri aline box tumbuh pandemi dinkes siapkan sarana pendukung driver transmusi dilatih,sumsel jam muara enim terima sumsel jam rabu januari rs hm rabain layan tes antigen mandiri aline box tumbuh pandemi dinkes siap sarana dukung driver transmusi latih,8,positive,1,sumsel jam muara enim terima vaksin sumsel jam rabu januari rs hm rabain layan tes antigen mandiri aline box tumbuh pandemi dinkes siap sarana dukung vaksin driver transmusi latih
menelepon mama sejam dengerin ceritanya habis nge vaksin bocil dirumah  seneng yaa mama suka kucing  cenderung sayang😂,Sumatera Selatan,Februari,16,menelepon mama sejam dengerin ceritanya habis nge bocil dirumah seneng yaa mama suka kucing cenderung sayang,telepon mama jam dengerin cerita habis nge bocil rumah neng yaa mama suka kucing cenderung sayang,28,positive,1,telepon mama jam dengerin cerita habis nge vaksin bocil rumah neng yaa mama suka kucing cenderung sayang
ketemu om  notaslimboy pas antri suntik vaksin senja   https  ,Sumatera Selatan,Maret,6,ketemu om notaslimboy pas antri senja,ketemu om notaslimboy pas antri senja,4,positive,1,ketemu om notaslimboy pas antri suntik vaksin senja
payoo   kakek  nenek mang cek  bikcek lindungi keluarga suntik vaksin  datangi puskesmas terdekat  sukseskan vaksinasi lansia  vaksin  aman halal   jagoan palembang jago palembang    polripresisi  polisidulurkito  irvanprawira https  ,Sumatera Selatan,Maret,23,payoo kakek nenek mang cek bikcek lindungi keluarga datangi puskesmas terdekat sukseskan usia aman halal jagoan palembang jago palembang polripresisi polisidulurkito irvanprawira,payoo kakek nenek mang cek bikcek lindung keluarga datang puskesmas dekat sukses usia aman halal jago palembang jago palembang polripresisi polisidulurkito irvanprawira,13,positive,1,payoo kakek nenek mang cek bikcek lindung keluarga suntik vaksin datang puskesmas dekat sukses vaksinasi lansia vaksin aman halal jago palembang jago palembang polripresisi polisidulurkito irvanprawira
payoo   kakek  nenek mang cek  bikcek lindungi keluarga suntik vaksin  datangi puskesmas terdekat  sukseskan vaksinasi lansia  vaksin  aman halal   jagoan palembang jago palembang    polripresisi  polisidulurkito  irvanprawira https  ,Sumatera Selatan,Maret,23,payoo kakek nenek mang cek bikcek lindungi keluarga datangi puskesmas terdekat sukseskan usia aman halal jagoan palembang jago palembang polripresisi polisidulurkito irvanprawira,payoo kakek nenek mang cek bikcek lindung keluarga datang puskesmas dekat sukses usia aman halal jago palembang jago palembang polripresisi polisidulurkito irvanprawira,13,positive,1,payoo kakek nenek mang cek bikcek lindung keluarga suntik vaksin datang puskesmas dekat sukses vaksinasi lansia vaksin aman halal jago palembang jago palembang polripresisi polisidulurkito irvanprawira
divaksin mematuhi protokol kesehatan  vaksin imunitas mengurangi resiko tertular virus corona    bangkit indonesia sehat https  ,Sumatera Selatan,Maret,11,divaksin mematuhi protokol kesehatan imunitas mengurangi resiko tertular bangkit indonesia sehat,vaksin patuh protokol sehat imunitas kurang resiko tular bangkit indonesia sehat,7,positive,1,vaksin patuh protokol sehat vaksin imunitas kurang resiko tular virus corona bangkit indonesia sehat
potensi terpapar  vaksin  vaksin tidak membuat kiat kebal virus corona  vaksin imunitas mengurangi risiko penularan virus corona  abaikan  terapkan     bangkit indonesia sehat https  tcojjftjeddpb,Sumatera Selatan,Maret,14,potensi terpapar kiat kebal imunitas mengurangi risiko penularan abaikan terapkan bangkit indonesia sehat tcojjftjeddpb,potensi papar kiat kebal imunitas kurang risiko tular abai terap bangkit indonesia sehat tcojjftjeddpb,-4,negative,2,potensi papar vaksin vaksin tidak buat kiat kebal virus corona vaksin imunitas kurang risiko tular virus corona abai terap bangkit indonesia sehat tcojjftjeddpb
protokol kesehatan digalakkan  vaksin membuat imun tubuh meningkat risiko tertular  menurun bukan kebal   abaikan  terapkan     bangkit indonesia sehat https  ,Sumatera Selatan,Maret,15,protokol kesehatan digalakkan imun tubuh meningkat risiko tertular menurun kebal abaikan terapkan bangkit indonesia sehat,protokol sehat galak imun tubuh tingkat risiko tular turun kebal abai terap bangkit indonesia sehat,-2,negative,2,protokol sehat galak vaksin buat imun tubuh tingkat risiko tular turun bukan kebal abai terap bangkit indonesia sehat
divaksin  rabu   maret  💉 ⛳️ smb ii international airport  vaksin        garudaindonesia  citilink  gapuraangkasa https  tcohdcqustebn,Sumatera Selatan,Maret,11,divaksin rabu maret smb ii international airport garudaindonesia citilink gapuraangkasa tcohdcqustebn,vaksin rabu maret smb ii international airport garudaindonesia citilink gapuraangkasa tcohdcqustebn,0,neutral,0,vaksin rabu maret smb ii international airport vaksin garudaindonesia citilink gapuraangkasa tcohdcqustebn
https   video bagus terkait vaksin sinovac astrazeneca ,Sumatera Selatan,Maret,5,video bagus terkait sinovac astrazeneca,video bagus kait sinovac astrazeneca,3,positive,1,video bagus kait vaksin sinovac astrazeneca
tidak pilihan terima vaksin   vaksin gratis penyalurannya bertahap indonesia ,Sumatera Selatan,Maret,6,pilihan terima gratis penyalurannya bertahap indonesia,pilih terima gratis salur tahap indonesia,4,positive,1,tidak pilih terima vaksin vaksin gratis salur tahap indonesia
halal halal haram haram  persoalannya vaksin astrazeneca disebutkan haram  mui berfatwa laporan tim lppom mui ,Sumatera Selatan,Maret,13,halal halal haram haram persoalannya astrazeneca haram mui berfatwa laporan tim lppom mui,halal halal haram haram soal astrazeneca haram mui fatwa lapor tim lppom mui,-3,negative,2,halal halal haram haram soal vaksin astrazeneca sebut haram mui fatwa lapor tim lppom mui
target penyalutan vaksin tergolong menunggu hasil bpom lppom mui dikeluarkan fatwa terkait produk vaksin ,Sumatera Selatan,Maret,12,target penyalutan tergolong menunggu hasil bpom lppom mui dikeluarkan fatwa terkait produk,target salut golong tunggu hasil bpom lppom mui keluar fatwa kait produk,5,positive,1,target salut vaksin golong tunggu hasil bpom lppom mui keluar fatwa kait produk vaksin
menjadikan kekhawatiran sekelompok konservatif agama tidak divaksin anti vaksin ditambah pernyataan vaksin haram fatwa mui ,Sumatera Selatan,Maret,12,menjadikan kekhawatiran sekelompok konservatif agama divaksin anti ditambah pernyataan haram fatwa mui,jadi khawatir kelompok konservatif agama vaksin anti tambah nyata haram fatwa mui,-1,negative,2,jadi khawatir kelompok konservatif agama tidak vaksin anti vaksin tambah nyata vaksin haram fatwa mui
vaksin ngantukan  badan pegel 😞 besok gejala bukan vaksin,Sumatera Selatan,Maret,5,ngantukan badan pegel besok gejala,ngantukan badan gel besok gejala,-3,negative,2,vaksin ngantukan badan gel besok gejala bukan vaksin
personil polsek plaju melaksanakan giat penyuntikan vaksin vaksin aman halal  vaksin   jagoan palembang jago palembang    polripresisi  polisidulurkito  irvanprawira   https  ,Sumatera Selatan,Maret,15,personil polsek plaju melaksanakan giat penyuntikan aman halal jagoan palembang jago palembang polripresisi polisidulurkito irvanprawira,personil polsek plaju laksana giat sunti aman halal jago palembang jago palembang polripresisi polisidulurkito irvanprawira,6,positive,1,personil polsek plaju laksana giat sunti vaksin vaksin aman halal vaksin jago palembang jago palembang polripresisi polisidulurkito irvanprawira
personil polsek plaju melaksanakan giat penyuntikan vaksin vaksin aman halal  vaksin   jagoan palembang jago palembang    polripresisi  polisidulurkito  irvanprawira   https  ,Sumatera Selatan,Maret,15,personil polsek plaju melaksanakan giat penyuntikan aman halal jagoan palembang jago palembang polripresisi polisidulurkito irvanprawira,personil polsek plaju laksana giat sunti aman halal jago palembang jago palembang polripresisi polisidulurkito irvanprawira,6,positive,1,personil polsek plaju laksana giat sunti vaksin vaksin aman halal vaksin jago palembang jago palembang polripresisi polisidulurkito irvanprawira
personil polsek plaju melaksanakan giat penyuntikan vaksin vaksin aman halal  vaksin   jagoan palembang jago palembang    polripresisi  polisidulurkito  irvanprawira   https  ,Sumatera Selatan,Maret,15,personil polsek plaju melaksanakan giat penyuntikan aman halal jagoan palembang jago palembang polripresisi polisidulurkito irvanprawira,personil polsek plaju laksana giat sunti aman halal jago palembang jago palembang polripresisi polisidulurkito irvanprawira,6,positive,1,personil polsek plaju laksana giat sunti vaksin vaksin aman halal vaksin jago palembang jago palembang polripresisi polisidulurkito irvanprawira
vaksin aman halal  vaksin   jagoan palembang jago palembang    polripresisi  polisidulurkito  irvanprawira   https  ,Sumatera Selatan,Maret,9,aman halal jagoan palembang jago palembang polripresisi polisidulurkito irvanprawira,aman halal jago palembang jago palembang polripresisi polisidulurkito irvanprawira,6,positive,1,vaksin aman halal vaksin jago palembang jago palembang polripresisi polisidulurkito irvanprawira
vaksin aman halal  vaksin   jagoan palembang jago palembang    polripresisi  polisidulurkito  irvanprawira   https  ,Sumatera Selatan,Maret,9,aman halal jagoan palembang jago palembang polripresisi polisidulurkito irvanprawira,aman halal jago palembang jago palembang polripresisi polisidulurkito irvanprawira,6,positive,1,vaksin aman halal vaksin jago palembang jago palembang polripresisi polisidulurkito irvanprawira
lindungi keluarga vaksinasi  vaksin    jagoan palembang jago palembang    polripresisi  polisidulurkito  polisisumsel  irvanprawira  palembangpolice   https  ,Sumatera Selatan,Maret,11,lindungi keluarga jagoan palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice,lindung keluarga jago palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice,14,positive,1,lindung keluarga vaksinasi vaksin jago palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice
lindungi keluarga vaksinasi  vaksin  kapolsek plaju iptu novel siswandi kurniawan  sh  mh   jagoan palembang jago palembang    polripresisi  polisidulurkito  polisisumsel  irvanprawira  palembangpolice   https  tcohqfskicoan,Sumatera Selatan,Maret,20,lindungi keluarga kapolsek plaju iptu novel siswandi kurniawan sh mh jagoan palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice tcohqfskicoan,lindung keluarga kapolsek plaju iptu novel siswandi kurniawan sh mh jago palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice tcohqfskicoan,16,positive,1,lindung keluarga vaksinasi vaksin kapolsek plaju iptu novel siswandi kurniawan sh mh jago palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice tcohqfskicoan
lindungi keluarga vaksinasi  vaksin  kapolsek plaju iptu novel siswandi kurniawan  sh  mh   jagoan palembang jago palembang    polripresisi  polisidulurkito  polisisumsel  irvanprawira  palembangpolice   https  ,Sumatera Selatan,Maret,19,lindungi keluarga kapolsek plaju iptu novel siswandi kurniawan sh mh jagoan palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice,lindung keluarga kapolsek plaju iptu novel siswandi kurniawan sh mh jago palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice,16,positive,1,lindung keluarga vaksinasi vaksin kapolsek plaju iptu novel siswandi kurniawan sh mh jago palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice
lindungi keluarga vaksinasi  vaksin  kapolsek plaju iptu novel siswandi kurniawan  sh  mh   jagoan palembang jago palembang    polripresisi  polisidulurkito  polisisumsel  irvanprawira  palembangpolice   https  ,Sumatera Selatan,Maret,19,lindungi keluarga kapolsek plaju iptu novel siswandi kurniawan sh mh jagoan palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice,lindung keluarga kapolsek plaju iptu novel siswandi kurniawan sh mh jago palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice,16,positive,1,lindung keluarga vaksinasi vaksin kapolsek plaju iptu novel siswandi kurniawan sh mh jago palembang jago palembang polripresisi polisidulurkito polisisumsel irvanprawira palembangpolice
